Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
13503247,Flawed,Kate Avelynn,336,846,3.72,5517,1620612321,9.78162E+12,English,"['Young Adult', 'Contemporary', 'Romance', 'Dark', 'Sociology', 'Abuse', 'New Adult', 'Drama', 'Fiction', 'Realistic Fiction', 'Romance', 'Contemporary Romance']"
17166702,True Love Story,Willow Aster,385,2064,4.05,20889,,B00BHF7ULY,English,"['Romance', 'New Adult', 'Contemporary', 'Romance', 'Contemporary Romance', 'Music', 'Academic', 'College', 'Young Adult', 'Womens Fiction', 'Chick Lit', 'Adult', 'Love']"
9268487,The Daylight War,Peter V. Brett,639,2400,4.21,56886,345503821,9.78035E+12,English,"['Fantasy', 'Fantasy', 'Epic Fantasy', 'Fiction', 'Fantasy', 'High Fantasy', 'Fantasy', 'Magic', 'Paranormal', 'Demons', 'Audiobook', 'Fantasy', 'Dark Fantasy', 'Adventure', 'Epic']"
7981456,A Long Walk to Water,Linda Sue Park,128,9386,4.27,67846,547251270,9.78055E+12,English,"['Historical', 'Historical Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Cultural', 'Africa', 'Fiction', 'Realistic Fiction', 'Historical', 'War', 'Academic', 'School', 'Childrens']"
174948,Phantastes,George MacDonald,216,959,3.91,9013,160096401X,9.7816E+12,English,"['Fantasy', 'Fiction', 'Classics', 'Christian', 'Fantasy', 'Fairy Tales', 'Literature', 'Christian Fiction', 'Science Fiction Fantasy', 'Literature', '19th Century', 'Novels']"
226369,Stasiland,Anna Funder,328,1405,4.19,14769,1862076553,9.78186E+12,English,"['Nonfiction', 'History', 'Cultural', 'Germany', 'Politics', 'Historical', 'Travel', 'Biography', 'Autobiography', 'Memoir', 'European Literature', 'German Literature', 'History', 'European History']"
372713,Doctored Evidence,Donna Leon,245,453,3.85,9112,871139189,9.78087E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Cultural', 'Italy', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Audiobook', 'Thriller', 'Emergency Services', 'Police', 'Mystery', 'Murder Mystery']"
3222979,Drood,Dan Simmons,775,2144,3.51,15227,316007021,9.78032E+12,English,"['Historical', 'Historical Fiction', 'Horror', 'Fiction', 'Mystery', 'Fantasy', 'Historical', 'Thriller', 'Gothic', 'Suspense', 'Historical', 'Victorian']"
125553,Welcome to Dead House,R.L. Stine,126,1945,3.84,32071,439568471,9.78044E+12,English,"['Horror', 'Childrens', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Mystery', 'Thriller', 'Childrens', 'Juvenile']"
46755,Surfacing,Margaret Atwood,199,1624,3.45,23671,385491050,9.78039E+12,English,"['Fiction', 'Cultural', 'Canada', 'Contemporary', 'Literary Fiction', 'Feminism', 'Literature', 'Literature', 'Canadian Literature', 'Classics', 'Novels', 'Mystery']"
311034,On the Night of the Seventh Moon,Victoria Holt,384,298,3.96,5190,345470389,9.78035E+12,English,"['Romance', 'Gothic', 'Fiction', 'Mystery', 'Historical', 'Historical Fiction', 'Romance', 'Historical Romance', 'Gothic', 'Gothic Romance', 'Historical', 'Romance', 'Romantic Suspense', 'Adult']"
128461,A Season in Hell and The Drunken Boat,Arthur Rimbaud,103,237,4.34,8228,811201856,9.78081E+12,English,"['Poetry', 'Cultural', 'France', 'Classics', 'Fiction', 'European Literature', 'French Literature', 'Literature', 'Literature', '19th Century', 'LGBT', 'Queer', 'Philosophy', 'LGBT']"
5082599,Practice Makes Perfect,Julie James,291,1752,3.96,30751,425226743,9.78043E+12,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Humor', 'Fiction', 'Audiobook', 'New Adult', 'Realistic Fiction']"
6420319,Las legiones malditas,Santiago Posteguillo,855,371,4.67,6515,8466637680,9.78847E+12,Spanish,"['Historical', 'Historical Fiction', 'Historical', 'Fiction', 'European Literature', 'Spanish Literature', 'Novels', 'Cultural', 'Spain', 'Literature', 'Paranormal', 'Esp']"
5533041,Assassin's Apprentice / Royal Assassin,Robin Hobb,448,94,4.39,7782,,B000QCS90U,English,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Adventure', 'Epic', 'Science Fiction', 'Fantasy', 'Dragons']"
18877,The Warrior Prophet,R. Scott Bakker,624,379,3.96,13019,1585677280,9.78159E+12,English,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Dark Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Epic', 'Cultural', 'Canada', 'Science Fiction']"
17155039,Light in the Shadows,A. Meredith Walters,318,1297,4.21,16709,,B00C0X71EI,English,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Romance', 'Contemporary Romance', 'Mental Health', 'Mental Illness', 'Young Adult', 'High School', 'Dark', 'Drama', 'Health', 'Mental Health']"
10090,Mountain of Black Glass,Tad Williams,749,218,4.06,14986,886779065,9.78089E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure', 'Fantasy', 'Epic Fantasy', 'Epic', 'Fantasy', 'Urban Fantasy']"
113773,Last Days of Summer,Steve Kluger,368,846,4.38,4709,60821442,9.78006E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Sports', 'Sports', 'Sports', 'Baseball', 'Young Adult', 'Humor', 'Historical', 'Young Adult', 'Coming Of Age', 'Adult', 'War', 'World War II']"
21457243,Vision in Silver,Anne Bishop,400,2592,4.23,32689,045146527X,9.78045E+12,English,"['Fantasy', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Paranormal', 'Shapeshifters', 'Shapeshifters', 'Werewolves', 'Adult', 'Romance', 'Fiction', 'Fantasy', 'Magic']"
21469068,I'll Meet You There,Heather Demetrios,388,2326,4.06,14462,805097953,9.78081E+12,English,"['Young Adult', 'Contemporary', 'Romance', 'New Adult', 'Realistic Fiction', 'Young Adult', 'Young Adult Contemporary', 'Fiction', 'War', 'Military Fiction', 'Romance', 'Contemporary Romance', 'War']"
387562,The School for Scandal,Richard Brinsley Sheridan,91,216,3.6,7525,1420927159,9.78142E+12,English,"['Plays', 'Classics', 'Drama', 'Fiction', 'Plays', 'Theatre', 'Literature', '18th Century', 'Humor', 'Academic', 'School', 'Humor', 'Comedy', 'European Literature', 'British Literature']"
29421058,Retrieving for All Occasions,Elsa Blomster,256,7,4.22,277,9198161342,9.7892E+12,English,"['Self Help', 'Animals', 'Dogs', 'Nonfiction', 'Literature', '21st Century', 'Education', 'Self Help', 'Personal Development', 'New Adult', 'Inspirational', 'Animals', 'Young Adult', 'Teen']"
35097255,The President Is Missing,Bill Clinton,513,11114,3.84,104586,,,English,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Politics', 'Suspense', 'Mystery', 'Crime', 'Adult', 'Contemporary']"
37976541,Bad Blood,John Carreyrou,339,19091,4.4,213815,152473165X,9.78152E+12,English,"['Nonfiction', 'Business', 'Crime', 'True Crime', 'Audiobook', 'Science', 'Mystery', 'Crime', 'Science', 'Technology', 'Biography', 'History', 'Writing', 'Journalism']"
13548945,Fifty-one Shades,Andrew Shaffer,224,434,3.53,4937,,,English,"['Humor', 'Romance', 'Fiction', 'Humor', 'Comedy', 'Contemporary', 'Adult', 'Adult Fiction', 'Short Stories', 'Novels', 'Romance', 'Contemporary Romance']"
49642158,Mystical Trash,Mary Ramsey,202,8,4.42,333,,B082PXVRTP,English,['Fiction']
752868,Volpone,Ben Jonson,128,217,3.49,9427,486280497,9.78049E+12,English,"['Plays', 'Classics', 'Drama', 'Fiction', 'Plays', 'Theatre', 'Literature', '17th Century', 'Academic', 'School', 'Literature', 'English Literature', 'European Literature', 'British Literature', 'Poetry']"
34548,If Chins Could Kill,Bruce Campbell,344,872,3.9,18428,312291450,9.78031E+12,English,"['Nonfiction', 'Biography', 'Humor', 'Autobiography', 'Memoir', 'Biography', 'Autobiography', 'Culture', 'Film', 'Biography Memoir', 'Humor', 'Comedy', 'Media Tie In', 'Audiobook']"
3114666,Kruistocht in spijkerbroek,Thea Beckman,363,424,4.04,11141,9060691679,9.78906E+12,Dutch,"['Historical', 'Historical Fiction', 'Fiction', 'Young Adult', 'Childrens', 'Historical', 'Fantasy', 'Science Fiction', 'Time Travel', 'European Literature', 'Dutch Literature', 'Classics', 'Adventure']"
38529,Bite Me If You Can,Lynsay Sands,356,594,4.27,20448,60774126,9.78006E+12,English,"['Romance', 'Romance', 'Paranormal Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Humor', 'Fantasy', 'Supernatural']"
8058301,Ghost Story,Jim Butcher,481,4642,4.25,89650,045146379X,9.78045E+12,English,"['Fantasy', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic', 'Audiobook', 'Fantasy', 'Supernatural', 'Science Fiction Fantasy', 'Paranormal', 'Ghosts']"
259912,The Lost Art of Keeping Secrets,Eva Rice,352,938,3.95,7332,452288096,9.78045E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Historical', 'Romance', 'European Literature', 'British Literature', 'Young Adult', 'Coming Of Age', 'Young Adult', 'Adult', 'Contemporary']"
6884938,The Bride Collector,Ted Dekker,384,1129,3.84,11114,340964987,9.78034E+12,English,"['Christian', 'Thriller', 'Fiction', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Mystery', 'Christian Fiction', 'Adult Fiction', 'Romance', 'Mystery', 'Detective']"
12969560,The Hero's Guide to Saving Your Kingdom,Christopher Healy,436,1593,4.06,11320,62117432,9.78006E+12,English,"['Fantasy', 'Childrens', 'Middle Grade', 'Humor', 'Fantasy', 'Fairy Tales', 'Adventure', 'Childrens', 'Young Adult', 'Fiction', 'Audiobook', 'Fantasy', 'Magic']"
14257,English Passengers,Matthew Kneale,446,611,4.06,6672,038549744X,9.78039E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Australia', 'Historical', 'Travel', 'Adventure', 'Literature', 'Cultural', 'Tasmania', 'Literary Fiction', 'European Literature', 'British Literature']"
6275997,Disney in Shadow,Ridley Pearson,547,482,4.11,9766,1423128990,9.78142E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Mystery', 'Science Fiction', 'Childrens', 'Fantasy', 'Magic', 'Childrens', 'Juvenile']"
18212796,"Smart, Sexy and Secretive",Tammy Falkner,204,908,4.22,16423,,B00ER6XVPE,English,"['Romance', 'New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'Disability', 'Academic', 'College', 'Young Adult', 'Adult', 'Adult Fiction', 'Erotica', 'Love']"
10552338,Reamde,Neal Stephenson,1044,5092,3.98,53272,61977969,9.78006E+12,English,"['Fiction', 'Science Fiction', 'Thriller', 'Science Fiction', 'Cyberpunk', 'Audiobook', 'Mystery', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction', 'Fantasy']"
21457935,The Bone Church,Victoria Dougherty,308,108,3.74,532,061598052X,9.78062E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Thriller', 'Suspense', 'Spy Thriller', 'Espionage', 'Historical', 'Mystery', 'War', 'World War II', 'Action', 'Mystery', 'Historical Mystery']"
20894732,Golden Daughter,Anne Elisabeth Stengl,570,66,4.51,341,989447855,9.78099E+12,English,"['Fantasy', 'Christian Fiction', 'Christian', 'Romance', 'Fiction', 'Fantasy', 'Dragons', 'Young Adult', 'Christian Fiction', 'Christian Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Adventure']"
6931344,The Near Witch,Victoria Schwab,284,4113,3.67,24865,1423137876,9.78142E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Paranormal', 'Witches', 'Romance', 'Fiction', 'Fantasy', 'Magic', 'Mystery', 'Young Adult', 'Young Adult Fantasy', 'Audiobook']"
400,Libra,Don DeLillo,480,964,4,15395,140156046,9.78014E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Novels', 'Literature', 'Literature', 'American', 'Politics', 'Literary Fiction', 'Contemporary', 'Literature', '20th Century', 'The United States Of America']"
31602,Romancero gitano,Federico García Lorca,82,372,4.18,7489,9871165293,9.78987E+12,Spanish,"['Poetry', 'Classics', 'European Literature', 'Spanish Literature', 'Cultural', 'Spain', 'Fiction', 'Literature', '20th Century', 'Literature', 'Academic', 'School', 'Literature', 'European Literature']"
6413788,Last Night I Sang to the Monster,Benjamin Alire Sáenz,239,1266,4.23,7271,1933693584,9.78193E+12,English,"['Young Adult', 'Contemporary', 'Health', 'Mental Health', 'Fiction', 'Realistic Fiction', 'Mental Health', 'Mental Illness', 'LGBT', 'Sociology', 'Abuse', 'Dark', 'Young Adult', 'Coming Of Age']"
20527133,Superintelligence,Nick Bostrom,352,1457,3.86,15149,199678111,9.7802E+12,English,"['Science', 'Nonfiction', 'Philosophy', 'Artificial Intelligence', 'Science', 'Technology', 'Science', 'Computer Science', 'Psychology', 'Futurism', 'Business', 'Unfinished']"
28233082,The Girl in the Ice,Robert Bryndza,670,5481,3.96,72816,,B019G6DSDE,English,"['Mystery', 'Thriller', 'Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Mystery', 'Detective', 'Contemporary', 'Adult']"
53138081,The Four Winds,Kristin Hannah,464,37677,4.31,350687,,,English,"['Historical', 'Historical Fiction', 'Fiction', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction', 'Family', 'Book Club', 'Literary Fiction', 'Novels']"
7999,Marlfox,Brian Jacques,400,210,4.02,16569,142501085,9.78014E+12,English,"['Fantasy', 'Young Adult', 'Childrens', 'Fiction', 'Animals', 'Adventure', 'Childrens', 'Middle Grade', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Young Adult', 'Young Adult Fantasy']"
762134,Palace Walk,Naguib Mahfouz,501,1823,4.19,16829,385264666,9.78039E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Northern Africa', 'Egypt', 'Novels', 'Cultural', 'Africa', 'Classics', 'Literature', 'Nobel Prize', 'Historical', 'Literature', '20th Century']"
355917,Flyte,Angie Sage,521,1752,4.01,69621,60577363,9.78006E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Magic', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Adventure', 'Fantasy', 'Dragons', 'Young Adult', 'Young Adult Fantasy', 'Fantasy', 'High Fantasy']"
6364017,Malice,Chris Wooding,379,505,4.12,3495,1407103946,9.78141E+12,English,"['Fantasy', 'Horror', 'Young Adult', 'Sequential Art', 'Graphic Novels', 'Adventure', 'Fiction', 'Young Adult', 'Teen', 'Mystery', 'Fantasy', 'Paranormal', 'Childrens', 'Middle Grade']"
1846,Wild at Heart,John Eldredge,256,2230,3.92,74182,785268839,9.78079E+12,English,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Christian', 'Christian Living', 'Religion', 'Religion', 'Faith', 'Spirituality', 'Self Help', 'Religion', 'Theology', 'Relationships']"
3975186,True Colors,Kristin Hannah,344,4765,3.99,65925,312364105,9.78031E+12,English,"['Fiction', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult', 'Family', 'Adult Fiction', 'Audiobook', 'Drama', 'Womens Fiction']"
786256,Stellaluna,Janell Cannon,46,1684,4.25,113134,,,English,"['Childrens', 'Picture Books', 'Childrens', 'Animals', 'Fiction', 'Family', 'Fantasy', 'Classics', 'Kids', 'Animals', 'Birds', 'Childrens', 'Juvenile']"
3870943,The Apothecary's Daughter,Julie Klassen,415,2190,3.79,24282,1607515423,9.78161E+12,English,"['Historical', 'Historical Fiction', 'Romance', 'Christian Fiction', 'Fiction', 'Historical', 'Christian', 'Romance', 'Historical Romance', 'Historical', 'Regency', 'European Literature', 'British Literature', 'Adult']"
673498,The God Box,Alex   Sanchez,272,343,3.98,4523,1416908994,9.78142E+12,English,"['Young Adult', 'LGBT', 'Fiction', 'Religion', 'Romance', 'LGBT', 'Gay', 'LGBT', 'Queer', 'Contemporary', 'Realistic Fiction', 'Romance', 'M M Romance']"
23875,El coronel no tiene quien le escriba,Gabriel García Márquez,104,2211,3.78,40027,307350436,9.78031E+12,Spanish,"['Fiction', 'Classics', 'European Literature', 'Spanish Literature', 'Literature', 'Literature', 'Latin American Literature', 'Cultural', 'Latin American', 'Novels', 'Magical Realism', 'Short Stories', 'Literature', '20th Century']"
32626,Books of Blood,Clive Barker,507,741,4.18,25816,425165582,9.78043E+12,English,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Anthologies', 'Thriller', 'Fantasy', 'Supernatural', 'Anthologies', 'Collections', 'Fantasy', 'Paranormal', 'Fantasy', 'Dark Fantasy']"
10778410,The Fire,James Patterson,352,914,3.86,18645,1611139856,9.78161E+12,English,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Magic', 'Fiction', 'Fantasy', 'Paranormal', 'Adventure', 'Fantasy', 'Supernatural', 'Paranormal', 'Witches', 'Young Adult', 'Young Adult Fantasy']"
12371862,Unbreakable,Kami Garcia,305,1494,3.78,9206,031621017X,9.78032E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Paranormal', 'Ghosts', 'Romance', 'Horror', 'Fantasy', 'Supernatural', 'Paranormal', 'Demons', 'Fantasy', 'Urban Fantasy', 'Fiction']"
450553,The Sufis,Idries Shah,451,101,4.2,1003,385079664,9.78039E+12,English,"['Religion', 'Religion', 'Islam', 'Spirituality', 'Philosophy', 'Nonfiction', 'History', 'Occult', 'Mysticism', 'Religion', 'Theology', 'Unfinished', 'Philosophy', 'Eastern Philosophy']"
1280960,Io uccido,Giorgio Faletti,682,511,3.96,9808,8884902231,9.78888E+12,Italian,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery', 'European Literature', 'Italian Literature', 'Cultural', 'Italy', 'Suspense', 'Mystery', 'Noir', 'Thriller', 'Mystery Thriller', 'Horror']"
16152943,Wanted,Kelly Elliott,503,1918,3.96,27962,098870742X,9.78099E+12,English,"['Romance', 'New Adult', 'Contemporary', 'Academic', 'College', 'Young Adult', 'Romance', 'Contemporary Romance', 'Sociology', 'Abuse', 'Westerns', 'Sports', 'Sports', 'Drama']"
35090,Der Richter und sein Henker,Friedrich Dürrenmatt,208,469,3.72,10834,395044995,9.7804E+12,German,"['Classics', 'Fiction', 'European Literature', 'German Literature', 'Mystery', 'Crime', 'Mystery', 'Academic', 'School', 'Academic', 'Read For School', 'Literature', 'Novels', 'Literature', '20th Century']"
77161,Grass for His Pillow,Lian Hearn,344,708,4.04,23366,1594480036,9.78159E+12,English,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Japan', 'Young Adult', 'Historical', 'Romance', 'Adventure', 'Cultural', 'Asia', 'Historical Fiction', 'Historical Fantasy']"
17855756,Dust,Hugh Howey,458,4355,4.25,73225,1490904387,9.78149E+12,English,"['Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Fantasy', 'Science Fiction', 'Apocalyptic', 'Science Fiction Fantasy', 'Audiobook', 'Speculative Fiction', 'Novels']"
9783200,Now You See Me,Sharon J. Bolton,400,1820,4.03,21053,312600526,9.78031E+12,English,"['Mystery', 'Thriller', 'Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'European Literature', 'British Literature', 'Adult', 'Contemporary', 'Mystery', 'Detective']"
26836910,The Diabolic,S.J. Kincaid,416,3805,4.06,22084,,B01BKR43J0,English,"['Science Fiction', 'Young Adult', 'Fantasy', 'Science Fiction', 'Dystopia', 'Romance', 'Fiction', 'Space', 'Audiobook', 'Young Adult', 'Young Adult Fantasy', 'Young Adult', 'Young Adult Science Fiction']"
28233096,The Silver Eyes,Scott Cawthon,330,1615,4.19,12155,,B019HC4EQ2,English,"['Horror', 'Young Adult', 'Mystery', 'Fiction', 'Thriller', 'Fantasy', 'Paranormal', 'Fantasy', 'Fantasy', 'Supernatural', 'Games', 'Video Games', 'Audiobook']"
17408897,I Am Princess X,Cherie Priest,256,2347,4.07,12460,,B00OU4Y5YY,English,"['Young Adult', 'Mystery', 'Sequential Art', 'Graphic Novels', 'Fiction', 'Contemporary', 'Young Adult', 'Teen', 'Thriller', 'Adventure', 'Fantasy', 'Realistic Fiction']"
36388636,The Apprenticeship of Nigel Blackthorn,Frank Kelso,302,84,4.43,905,,B07627JJGM,English,"['Westerns', 'Historical', 'Historical Fiction', 'Contemporary', 'Historical', 'Fiction', 'Novels']"
123843,Essays and Lectures,Ralph Waldo Emerson,1150,54,4.31,2838,940450151,9.78094E+12,English,"['Philosophy', 'Writing', 'Essays', 'Classics', 'Nonfiction', 'Literature', 'Literature', '19th Century', 'History', 'Literature', 'American', 'Politics', 'Poetry']"
110795,Catechism of the Catholic Church,The Catholic Church,864,292,4.44,9512,385479670,9.78039E+12,English,"['Religion', 'Christianity', 'Catholic', 'Religion', 'Theology', 'Reference', 'Nonfiction', 'Religion', 'Christianity', 'Christian', 'Religion', 'Faith', 'Spirituality', 'Philosophy']"
77391,Anne of Ingleside,L.M. Montgomery,274,1924,4.03,55788,,,English,"['Classics', 'Fiction', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Cultural', 'Canada', 'Historical', 'Romance', 'Childrens', 'Middle Grade', 'Audiobook']"
228258,Tribulation Force,Tim LaHaye,450,1071,3.95,39638,842329218,9.78084E+12,English,"['Fiction', 'Christian Fiction', 'Christian', 'Religion', 'Fantasy', 'Religion', 'Christianity', 'Thriller', 'Spirituality', 'Science Fiction', 'Apocalyptic', 'Religion', 'Faith']"
2669405,Wicked Game,Jeri Smith-Ready,361,369,3.7,3255,141655176X,9.78142E+12,English,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Romance', 'Paranormal Romance', 'Adult', 'Fiction', 'Fantasy', 'Supernatural', 'Music']"
18750,Beauty's Punishment,A.N. Roquelaure,256,942,3.62,26417,452281431,9.78045E+12,English,"['Adult Fiction', 'Erotica', 'Fiction', 'Fantasy', 'Romance', 'Erotica', 'BDSM', 'Adult', 'Fantasy', 'Fairy Tales', 'Adult Fiction', 'Sexuality', 'Retellings']"
6333188,A Última Feiticeira,Sandra Carvalho,360,84,3.93,960,9722333453,9.78972E+12,Portuguese,"['Fantasy', 'Romance', 'European Literature', 'Portuguese Literature', 'Fiction', 'Young Adult', 'Cultural', 'Portugal', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Adventure']"
100485,Troll,Johanna Sinisalo,278,494,3.56,4601,802141293,9.7808E+12,English,"['Fantasy', 'Fiction', 'European Literature', 'Finnish Literature', 'LGBT', 'LGBT', 'Queer', 'Fantasy', 'Urban Fantasy', 'Contemporary', 'Romance', 'Magical Realism', 'Novels']"
207682,When Lightning Strikes,Jenny Carroll,266,580,4.05,16607,1416927050,9.78142E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Mystery', 'Fiction', 'Young Adult', 'Teen', 'Womens Fiction', 'Chick Lit', 'Fantasy', 'Supernatural', 'Contemporary']"
94813,Dark Guardian,Christine Feehan,369,465,4.35,21425,843949945,9.78084E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Dark', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Fantasy', 'Supernatural']"
2068,Darwin's Dangerous Idea,Daniel C. Dennett,588,308,4.06,15552,068482471X,9.78068E+12,English,"['Science', 'Philosophy', 'Nonfiction', 'Biology', 'Evolution', 'Science', 'Biology', 'History', 'Psychology', 'Religion', 'Religion', 'Atheism', 'Science', 'Popular Science']"
10058,Flags of Our Fathers,James D. Bradley,382,1685,4.2,55712,553384155,9.78055E+12,English,"['History', 'Nonfiction', 'War', 'Military Fiction', 'War', 'War', 'World War II', 'Biography', 'Military', 'Military History', 'North American Hi...', 'American History', 'Historical', 'Biography Memoir']"
11418574,Before I Wake,Rachel Vincent,339,878,4.27,11968,373210612,9.78037E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Demons', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fiction', 'Paranormal', 'Ghosts']"
41335,Magnificat,Julian  May,432,60,4.22,3391,345362497,9.78035E+12,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Space Opera', 'Speculative Fiction', 'Sci Fi Fantasy', 'Anthologies', 'Collections', 'Fantasy', 'Paranormal', 'Philosophy', 'Metaphysics']"
1169859,Jack the Bodiless,Julian  May,480,103,4.18,4231,345362470,9.78035E+12,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Space Opera', 'Speculative Fiction', 'Space', 'Anthologies', 'Collections', 'Fantasy', 'Paranormal', 'Young Adult', 'High School']"
653711,Crystal Singer,Anne McCaffrey,320,544,4.12,19656,345327861,9.78035E+12,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Space Opera', 'Romance', 'Adventure', 'Space', 'Music', 'Adult']"
10084,River of Blue Fire,Tad Williams,675,303,4.03,15275,886778441,9.78089E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction', 'Fantasy', 'Epic Fantasy', 'Epic', 'Audiobook']"
15721334,Negeri Para Bedebah,Tere Liye,440,924,4.33,8401,,9.78979E+12,Indonesian,"['Fiction', 'Novels', 'Asian Literature', 'Indonesian Literature', 'Action', 'Thriller', 'Mystery', 'Crime', 'Adventure', 'Politics', 'Mystery', 'Contemporary']"
51072,Adrian Mole and the Weapons of Mass Destruction,Sue Townsend,332,281,3.91,6216,1569474389,9.78157E+12,English,"['Fiction', 'Humor', 'Young Adult', 'Contemporary', 'Humor', 'Comedy', 'Novels', 'European Literature', 'British Literature', 'Diary', 'Childrens', 'Literature', '21st Century']"
889284,The Postman,David Brin,321,1428,3.89,33381,553278746,9.78055E+12,English,"['Science Fiction', 'Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure', 'War']"
22021942,Torture to Her Soul,J.M. Darhower,394,1681,4.17,19599,,,English,"['Romance', 'Dark', 'Contemporary', 'New Adult', 'Romance', 'Contemporary Romance', 'Adult', 'Adult Fiction', 'Erotica', 'Mystery', 'Crime', 'Suspense', 'Academic', 'College']"
32226,Horse Heaven,Jane Smiley,640,392,3.88,5123,804119430,9.7808E+12,English,"['Fiction', 'Animals', 'Horses', 'Animals', 'Contemporary', 'Literary Fiction', 'Sports', 'Sports', 'Novels', 'Modern', 'Sports', 'Horse Racing', 'The United States Of America']"
